Genre,Sub-genre,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (Seconds)
Latin,Reggaeton,0.811,0.75,E,-5.338,Minor,0.0591,0.204,0,0.0875,0.742,93.991,158.373
Latin,Reggaeton,0.883,0.626,C sharp/D flat,-7.541,Major,0.0853,0.0648,4.24e-6,0.0594,0.565,107.023,209.453
Latin,Reggaeton,0.711,0.841,F sharp/G flat,-4.775,Minor,0.0917,0.231,9.85e-5,0.191,0.964,176.027,257.88
Latin,Reggaeton,0.845,0.906,G,-3.804,Major,0.0687,0.188,0.0512,0.0199,0.813,94.987,252.693
Latin,Reggaeton,0.893,0.851,C sharp/D flat,-6.42,Major,0.112,0.0809,0.00143,0.0246,0.837,110.005,175.856
Latin,Reggaeton,0.802,0.625,B,-8.589,Minor,0.0567,0.00297,0.00156,0.175,0.676,94.995,223.24
Latin,Reggaeton,0.677,0.946,F sharp/G flat,-2.887,Major,0.0553,0.185,3.56e-6,0.274,0.948,96.011,240.973
Latin,Reggaeton,0.875,0.691,E,-7.704,Major,0.114,0.0446,0.00326,0.219,0.612,92.993,228.56
Latin,Reggaeton,0.735,0.742,F sharp/G flat,-5.865,Major,0.0474,0.0948,0,0.177,0.964,174.025,183.197
Latin,Reggaeton,0.77,0.79,A sharp/B flat,-5.453,Minor,0.0814,0.139,0,0.0829,0.872,93.97,195.453
Latin,Reggaeton,0.822,0.656,F,-6.159,Minor,0.11,0.254,0,0.329,0.734,94.039,188.32
Latin,Reggaeton,0.629,0.893,C sharp/D flat,-4.009,Minor,0.275,0.181,0,0.115,0.86,94.042,269.559
Latin,Reggaeton,0.576,0.783,A,-4.607,Major,0.0792,0.195,1.42e-5,0.106,0.634,89.879,234.773
Latin,Reggaeton,0.919,0.848,G,-10.511,Major,0.165,0.0078,0.0406,0.338,0.959,109.183,147.304
Latin,Reggaeton,0.864,0.721,D sharp/E flat,-7.994,Minor,0.183,0.185,0,0.0623,0.762,96.026,250.093
Latin,Reggaeton,0.794,0.741,C sharp/D flat,-4.959,Major,0.0622,0.157,0.0332,0.309,0.805,95.006,245.427
Latin,Reggaeton,0.844,0.862,E,-5.043,Major,0.114,0.132,1.92e-5,0.066,0.816,95.999,184.907
Latin,Reggaeton,0.858,0.741,A,-7.204,Minor,0.124,0.0196,2.04e-5,0.0974,0.823,93.001,170.854
Latin,Reggaeton,0.509,0.672,A,-5.527,Minor,0.0639,0.281,0,0.355,0.81,100.102,238.891
Latin,Reggaeton,0.793,0.823,G,-6.39,Major,0.0681,0.169,0.00104,0.0986,0.616,91.997,275.36
Latin,Reggaeton,0.792,0.712,B,-5.348,Major,0.0665,0.0156,1.23e-6,0.636,0.929,94.995,136.027
Latin,Reggaeton,0.806,0.875,G,-3.817,Major,0.088,0.0838,0.00192,0.065,0.917,125.063,224.693
Latin,Reggaeton,0.677,0.679,C sharp/D flat,-4.928,Major,0.163,0.439,3.22e-6,0.357,0.852,175.985,193.099
Latin,Reggaeton,0.7,0.904,D,-2.826,Minor,0.0568,0.2,4.71e-4,0.182,0.817,173.975,189.296
Latin,Reggaeton,0.725,0.688,C sharp/D flat,-5.756,Minor,0.0403,0.209,1.01e-6,0.125,0.744,93.992,210.44
Latin,Reggaeton,0.788,0.701,C,-3.064,Major,0.241,0.313,2.25e-4,0.249,0.713,180.007,210.36
Latin,Reggaeton,0.639,0.791,A sharp/B flat,-4.443,Minor,0.253,0.0275,0,0.362,0.939,92.603,222.347
Latin,Reggaeton,0.79,0.631,G sharp/A flat,-5.549,Minor,0.0425,0.437,0,0.158,0.889,94.039,190.005
Latin,Reggaeton,0.828,0.944,F,-1.648,Major,0.0703,0.334,0.00813,0.0869,0.891,95.995,151.562
Latin,Reggaeton,0.843,0.647,G sharp/A flat,-4.858,Minor,0.0715,0.358,4.38e-5,0.11,0.685,93.02,201.859
Latin,Reggaeton,0.782,0.813,C sharp/D flat,-3.71,Major,0.0327,0.146,0,0.125,0.728,94.975,221.501
Latin,Reggaeton,0.872,0.664,C sharp/D flat,-5.807,Major,0.0825,0.375,1e-6,0.0939,0.77,89.992,290.578
Latin,Reggaeton,0.774,0.774,A,-4.19,Major,0.0516,0.233,7.76e-5,0.138,0.489,95.998,222.302
Latin,Reggaeton,0.673,0.752,D,-3.572,Minor,0.0561,0.241,4.51e-5,0.0813,0.797,175.997,201.818
Latin,Reggaeton,0.771,0.796,A sharp/B flat,-4.106,Minor,0.0798,0.0385,9.35e-6,0.218,0.636,87.985,289.907
Latin,Reggaeton,0.679,0.831,D,-1.866,Major,0.109,0.159,1.1e-6,0.097,0.88,88.792,219.52
Latin,Reggaeton,0.814,0.647,G sharp/A flat,-5.651,Minor,0.0443,0.0583,0,0.0854,0.604,93.977,206.924
Latin,Reggaeton,0.847,0.736,C sharp/D flat,-4.542,Major,0.266,0.0532,1.42e-4,0.0302,0.876,160.012,171
Latin,Reggaeton,0.76,0.646,G sharp/A flat,-5.048,Minor,0.433,0.233,0,0.0905,0.625,188.009,178.534
Latin,Reggaeton,0.8,0.74,A sharp/B flat,-4.52,Minor,0.0479,0.184,0,0.0558,0.775,90.035,226.2
Latin,Reggaeton,0.594,0.789,A,-4.469,Major,0.0522,0.213,0,0.0732,0.576,179.95,253.333
Latin,Reggaeton,0.787,0.705,C,-7.582,Major,0.0695,0.137,1.06e-6,0.108,0.499,81.998,188.654
Latin,Reggaeton,0.693,0.752,A,-4.108,Major,0.0729,0.499,2.66e-5,0.123,0.796,185.996,190.296
Latin,Reggaeton,0.8,0.841,F,-2.817,Minor,0.0524,0.0273,0,0.291,0.798,94.023,170.133
Latin,Reggaeton,0.747,0.898,C sharp/D flat,-3.683,Major,0.0709,0.0613,1.66e-6,0.0886,0.689,91.97,208.947
Latin,Reggaeton,0.849,0.781,C,-4.635,Minor,0.159,0.406,0,0.0801,0.893,84.041,217.143
Latin,Reggaeton,0.775,0.787,C sharp/D flat,-4.488,Major,0.11,0.0613,1.59e-4,0.0916,0.665,175.993,317.44
Latin,Reggaeton,0.769,0.838,D,-5.238,Major,0.0633,0.16,0,0.0935,0.602,93.996,249.609
Latin,Reggaeton,0.792,0.37,D sharp/E flat,-7.906,Minor,0.198,0.226,1.32e-5,0.0917,0.76,80.099,184.253
Latin,Reggaeton,0.734,0.793,F sharp/G flat,-4.731,Major,0.0454,0.128,0,0.0658,0.511,89.961,235.315
Latin,Reggaeton,0.583,0.823,E,-4.663,Minor,0.205,0.125,1.19e-5,0.0846,0.911,166.029,218.293
Latin,Reggaeton,0.869,0.783,G,-4.234,Major,0.0638,0.0919,7.57e-6,0.131,0.891,95.996,240.587
Latin,Reggaeton,0.781,0.584,C sharp/D flat,-6.016,Major,0.0684,0.135,8.26e-4,0.0784,0.459,175.996,198.875
Latin,Reggaeton,0.795,0.579,C,-6.48,Minor,0.0426,0.188,0,0.0788,0.637,115.032,200.2
Latin,Reggaeton,0.795,0.885,G sharp/A flat,-4.13,Major,0.0713,0.0375,0.00638,0.292,0.46,126.037,169.998
Latin,Reggaeton,0.795,0.676,F sharp/G flat,-6.429,Major,0.0589,0.138,0.00373,0.0734,0.882,100.045,158.447
Latin,Reggaeton,0.864,0.708,C,-7.897,Major,0.0575,0.0969,0.00292,0.0905,0.716,125.027,168.72
Latin,Reggaeton,0.937,0.942,C sharp/D flat,-4.766,Major,0.0714,0.0441,0.00679,0.301,0.376,115.984,182.678
Latin,Reggaeton,0.82,0.782,A sharp/B flat,-2.474,Major,0.0557,0.409,1.29e-5,0.107,0.805,88.031,137.384
Latin,Reggaeton,0.822,0.743,F sharp/G flat,-3.04,Minor,0.0567,0.285,2.31e-6,0.102,0.355,96.025,185.195
Latin,Reggaeton,0.903,0.785,A,-5.731,Minor,0.271,0.451,2.44e-6,0.0772,0.642,97.014,220.311
Latin,Reggaeton,0.795,0.776,C,-2.29,Major,0.0607,0.295,0,0.074,0.701,100.013,312
Latin,Reggaeton,0.842,0.56,B,-8.044,Major,0.0998,0.771,0.119,0.101,0.439,122.019,149.508
Latin,Reggaeton,0.609,0.904,G sharp/A flat,-2.619,Major,0.324,0.638,0.00416,0.229,0.471,149.149,218.921
Latin,Reggaeton,0.868,0.701,B,-4.666,Major,0.148,0.178,7.58e-6,0.0964,0.831,158.059,185.638
Latin,Reggaeton,0.941,0.729,F sharp/G flat,-7.56,Minor,0.246,0.146,0.00451,0.18,0.718,118.026,217.881
Latin,Reggaeton,0.732,0.608,B,-7.028,Minor,0.201,0.625,0.057,0.105,0.23,94.968,169.263
Latin,Reggaeton,0.736,0.96,B,-3.835,Minor,0.0533,0.0545,0.163,0.24,0.833,117.014,235.897
Latin,Reggaeton,0.856,0.482,D sharp/E flat,-8.99,Minor,0.0522,0.152,0,0.134,0.431,124.05,201.29
Latin,Reggaeton,0.904,0.793,G,-5.514,Major,0.116,0.0616,3.3e-5,0.337,0.708,124.978,211.929
Latin,Reggaeton,0.753,0.901,E,-3.281,Minor,0.0714,0.327,3.02e-6,0.165,0.756,177.978,145.287
Latin,Reggaeton,0.806,0.786,A sharp/B flat,-3.831,Minor,0.0741,0.145,0,0.0935,0.58,91.973,309.12
Latin,Reggaeton,0.752,0.905,C,-7.072,Major,0.0515,0.0527,2.42e-4,0.173,0.689,97.993,146.945
Latin,Reggaeton,0.801,0.756,E,-4.142,Minor,0.105,0.105,0.00187,0.303,0.723,89.981,186.484
Latin,Reggaeton,0.78,0.759,C sharp/D flat,-3.292,Major,0.225,0.462,8.68e-4,0.143,0.579,91.952,201.04
Latin,Reggaeton,0.742,0.684,A,-5.828,Major,0.118,0.191,1.11e-4,0.0947,0.411,80.034,139.81
Latin,Reggaeton,0.768,0.914,E,-4.357,Major,0.1,0.537,0,0.14,0.825,173.878,205.431
Latin,Reggaeton,0.79,0.858,D,-2.78,Major,0.0471,0.303,0,0.61,0.79,92.05,192
Latin,Reggaeton,0.783,0.705,C sharp/D flat,-5.487,Minor,0.114,0.0507,4.54e-6,0.0682,0.775,142.554,223.842
Latin,Reggaeton,0.473,0.779,C sharp/D flat,-3.725,Major,0.0414,0.186,0,0.189,0.438,108.287,164.458
Latin,Reggaeton,0.785,0.792,A,-4.695,Minor,0.0641,0.0104,0,0.104,0.528,155.036,249.6
Latin,Reggaeton,0.672,0.684,A,-5.682,Minor,0.316,0.125,0.0261,0.183,0.62,75.233,182.816
Latin,Reggaeton,0.59,0.857,A sharp/B flat,-1.986,Minor,0.0553,0.289,4.21e-6,0.0414,0.976,135.29,227.396
Latin,Reggaeton,0.751,0.82,D,-4.493,Minor,0.125,0.0811,2.83e-4,0.155,0.909,192.077,196.24
Latin,Reggaeton,0.684,0.811,G,-4.494,Major,0.0714,0.161,3.63e-4,0.0871,0.721,87.866,250.84
Latin,Reggaeton,0.816,0.538,F sharp/G flat,-6.354,Minor,0.0617,0.0142,4.96e-4,0.099,0.156,97.054,210.368
Latin,Reggaeton,0.778,0.798,D,-5.696,Major,0.111,0.527,0.00436,0.114,0.82,180.013,228
Latin,Reggaeton,0.785,0.62,G sharp/A flat,-8.696,Minor,0.0608,0.0635,0,0.0615,0.861,82.01,251.096
Latin,Reggaeton,0.704,0.589,F sharp/G flat,-7.083,Minor,0.308,0.348,0,0.0739,0.618,189.989,170.782
Latin,Reggaeton,0.777,0.712,A sharp/B flat,-4.84,Major,0.277,0.217,0,0.091,0.68,95.692,175.733
Latin,Reggaeton,0.688,0.62,B,-8.029,Minor,0.22,0.753,5.27e-6,0.158,0.727,170.018,360.96
Latin,Reggaeton,0.832,0.59,G sharp/A flat,-7.168,Minor,0.272,0.446,1.43e-6,0.123,0.596,146.939,152.96
Latin,Reggaeton,0.803,0.533,G sharp/A flat,-6.243,Minor,0.102,0.434,0,0.391,0.378,129.96,269.538
Latin,Reggaeton,0.882,0.689,F sharp/G flat,-4.027,Major,0.124,0.39,0.00325,0.0501,0.746,97.963,161.627
Latin,Reggaeton,0.904,0.75,E,-2.745,Minor,0.199,0.107,0,0.0437,0.488,97.001,299.381
Latin,Reggaeton,0.837,0.562,B,-4.807,Minor,0.113,0.331,1.39e-5,0.203,0.356,94.067,211.115
Latin,Reggaeton,0.868,0.619,B,-5.008,Major,0.0932,0.18,0,0.122,0.85,90.989,264.427
Latin,Reggaeton,0.903,0.634,F,-4.027,Minor,0.175,0.396,3.35e-6,0.0712,0.553,101.053,215.103
Latin,Reggaeton,0.796,0.696,G sharp/A flat,-4.384,Minor,0.382,0.389,0,0.0989,0.768,187.832,322.573
Latin,Reggaeton,0.786,0.892,F sharp/G flat,-3.442,Minor,0.215,0.002,0,0.0513,0.401,179.904,152.009
Latin,Reggaeton,0.651,0.609,C sharp/D flat,-4.722,Major,0.53,0.648,4.1e-6,0.126,0.621,119.71,210.831
Latin,Reggaeton,0.797,0.687,A sharp/B flat,-6.037,Minor,0.188,0.344,0,0.14,0.59,91.975,338.051
Latin,Reggaeton,0.859,0.715,B,-4.879,Minor,0.0759,0.206,2.14e-4,0.12,0.561,96.019,192.633
Latin,Reggaeton,0.867,0.844,F,-2.27,Major,0.125,0.0947,0.0014,0.0801,0.805,92.015,215.43
Latin,Reggaeton,0.857,0.823,B,-4.22,Major,0.0516,0.0206,7.7e-4,0.0593,0.57,96.048,188.6
Latin,Reggaeton,0.529,0.667,F,-7.282,Major,0.174,0.162,0,0.0791,0.559,94.825,163.5
Latin,Reggaeton,0.609,0.703,F sharp/G flat,-7.262,Minor,0.247,0.125,6.28e-6,0.106,0.754,99.385,177.296
Latin,Reggaeton,0.835,0.818,C,-5.439,Major,0.461,0.0882,0,0.0452,0.437,100.102,130.764
Latin,Reggaeton,0.68,0.752,B,-3.987,Major,0.372,0.214,0,0.225,0.461,191.977,275.4
Latin,Reggaeton,0.535,0.71,C sharp/D flat,-2.978,Minor,0.324,0.428,0,0.141,0.523,92.009,212.653
Latin,Reggaeton,0.764,0.753,C,-3.964,Major,0.0779,0.308,0,0.118,0.714,95.109,270.187
Latin,Reggaeton,0.673,0.694,A sharp/B flat,-4.01,Major,0.166,0.557,0,0.118,0.78,175.912,203
Latin,Reggaeton,0.906,0.5,A,-5.364,Minor,0.0863,0.307,7.59e-5,0.0576,0.417,93.993,248.326
Latin,Reggaeton,0.926,0.591,C,-8.678,Minor,0.0579,0.486,5.26e-4,0.0759,0.41,96.993,208.835
Latin,Reggaeton,0.691,0.751,C,-4.275,Major,0.228,0.316,0,0.0808,0.672,169.884,225.013
Latin,Reggaeton,0.84,0.617,F,-5.2,Major,0.0698,0.175,1.81e-5,0.202,0.659,100.001,265.941
Latin,Reggaeton,0.779,0.821,D,-2.823,Major,0.0568,0.246,0,0.162,0.224,95.982,172.146
Latin,Reggaeton,0.857,0.647,B,-4.152,Minor,0.0984,0.391,1.2e-6,0.0842,0.553,95.982,267.5
Latin,Reggaeton,0.734,0.583,B,-11.764,Minor,0.0414,0.0867,0.259,0.0979,0.144,105.013,224.698
Latin,Reggaeton,0.811,0.695,F,-3.942,Minor,0.246,0.395,0,0.109,0.51,93.991,388.8
Latin,Reggaeton,0.412,0.737,F,-5.234,Minor,0.0896,0.427,8.71e-4,0.13,0.864,179.952,206.607
Latin,Reggaeton,0.868,0.698,D,-3.23,Major,0.0827,0.203,0,0.734,0.44,92.015,162.04
Latin,Reggaeton,0.758,0.629,A sharp/B flat,-5.579,Major,0.0852,0.463,1.8e-6,0.113,0.575,97.006,203.923
Latin,Reggaeton,0.861,0.786,C sharp/D flat,-3.833,Major,0.229,0.485,2.44e-5,0.113,0.778,104.017,252.44
Latin,Reggaeton,0.785,0.572,D,-7.504,Major,0.123,0.0598,0,0.218,0.49,100.016,235.284
Latin,Reggaeton,0.799,0.676,D,-5.644,Major,0.169,0.41,7.77e-4,0.325,0.91,104.956,175.2
Latin,Reggaeton,0.809,0.528,G sharp/A flat,-6.886,Minor,0.12,0.353,5.86e-6,0.0897,0.491,103.923,195.285
Latin,Reggaeton,0.75,0.665,G sharp/A flat,-3.083,Major,0.124,0.265,0,0.0515,0.697,95.239,219.357
Latin,Reggaeton,0.505,0.516,E,-6.807,Minor,0.183,0.209,4.52e-5,0.298,0.64,91.918,188.205
Latin,Reggaeton,0.731,0.832,A,-2.592,Major,0.0503,0.273,0,0.0665,0.94,146.013,178.613
Latin,Reggaeton,0.648,0.752,G,-4.13,Major,0.133,0.315,0,0.201,0.405,178.228,198.053
Latin,Reggaeton,0.675,0.36,C sharp/D flat,-6.66,Minor,0.112,0.67,0,0.159,0.553,64.921,158.533
Latin,Reggaeton,0.851,0.701,A,-3.649,Major,0.0396,0.311,2.11e-4,0.163,0.527,98.039,173.827
Latin,Reggaeton,0.727,0.824,C sharp/D flat,-2.983,Major,0.0508,0.0132,0.00145,0.0631,0.805,96.063,211.92
Latin,Reggaeton,0.728,0.83,B,-4,Major,0.36,0.234,0,0.0962,0.633,175.984,223.187
Latin,Reggaeton,0.748,0.808,A,-5.943,Minor,0.0619,0.0366,3.66e-5,0.11,0.553,99.997,179.775
Latin,Reggaeton,0.849,0.569,F sharp/G flat,-6.14,Major,0.126,0.155,2.18e-5,0.0696,0.766,105.038,207.856
Latin,Reggaeton,0.861,0.572,F sharp/G flat,-6.537,Minor,0.415,0.382,0,0.0853,0.396,90.052,193.363
Latin,Reggaeton,0.73,0.725,C,-6.446,Major,0.0689,0.0787,0,0.544,0.571,95.061,204
Latin,Reggaeton,0.561,0.666,G sharp/A flat,-4.243,Major,0.0322,0.106,0,0.123,0.675,160.019,219.367
Latin,Reggaeton,0.728,0.542,C,-5.195,Major,0.0514,0.259,0,0.136,0.637,90.016,227.234
Latin,Reggaeton,0.839,0.554,C,-6.124,Major,0.181,0.418,0,0.0923,0.727,139.952,249.733
Latin,Reggaeton,0.683,0.51,G,-7.894,Minor,0.0646,0.447,0,0.175,0.255,95.08,173.021
Latin,Reggaeton,0.735,0.712,B,-5.119,Minor,0.0326,0.732,0,0.302,0.894,131.938,229.333
Latin,Reggaeton,0.831,0.648,D,-8.433,Major,0.0438,0.581,0,0.114,0.171,117.98,210.302
Latin,Reggaeton,0.836,0.777,F sharp/G flat,-5.376,Minor,0.0439,0.0951,1.68e-6,0.0561,0.504,94.977,190.564
Latin,Reggaeton,0.66,0.793,A,-8.005,Minor,0.329,0.472,0,0.611,0.749,179.512,249.68
Latin,Reggaeton,0.884,0.727,E,-5.907,Minor,0.0845,0.104,0.00929,0.0432,0.963,110,317.28
Latin,Reggaeton,0.805,0.852,A sharp/B flat,-4.337,Major,0.0986,0.437,1.47e-6,0.0798,0.714,94.053,107.572
Latin,Reggaeton,0.782,0.767,A,-7.981,Minor,0.0871,0.266,3.64e-5,0.0947,0.622,88.005,304.091
Latin,Reggaeton,0.822,0.744,A,-6.096,Major,0.0938,0.173,7.08e-5,0.0692,0.748,94.039,206.987
Latin,Reggaeton,0.868,0.673,A sharp/B flat,-6.882,Major,0.099,0.138,0,0.184,0.751,95.024,233.267
Latin,Reggaeton,0.805,0.738,E,-5.905,Minor,0.0644,0.0965,0,0.123,0.524,95.012,188.825
Latin,Reggaeton,0.767,0.758,E,-8.116,Minor,0.295,0.111,0,0.376,0.84,76.498,256.757
Latin,Reggaeton,0.617,0.771,A sharp/B flat,-5.586,Minor,0.112,0.0384,3.32e-6,0.162,0.553,180.002,267.747
Latin,Reggaeton,0.865,0.586,C sharp/D flat,-10.475,Minor,0.151,0.0969,0.00274,0.13,0.882,93.994,302.942
Latin,Reggaeton,0.687,0.778,C sharp/D flat,-6.623,Minor,0.101,0.209,0,0.117,0.865,172.047,240.733
Latin,Reggaeton,0.787,0.813,A sharp/B flat,-6.794,Minor,0.141,0.247,0,0.857,0.707,95.996,212.533
Latin,Reggaeton,0.828,0.666,A,-7.454,Major,0.152,0.457,0,0.0834,0.44,91.961,212.533
Latin,Reggaeton,0.646,0.81,D,-6.482,Major,0.141,0.0959,2.68e-5,0.266,0.361,95.985,264.68
Latin,Reggaeton,0.702,0.864,C sharp/D flat,-5.496,Major,0.0818,0.108,0,0.187,0.788,94.994,215.118
Latin,Reggaeton,0.815,0.757,A sharp/B flat,-6.16,Minor,0.039,0.382,3.28e-6,0.147,0.734,104.986,209.68
Latin,Reggaeton,0.515,0.812,G,-5.06,Minor,0.361,0.411,0,0.101,0.779,169.981,218.044
Latin,Reggaeton,0.627,0.798,G sharp/A flat,-4.746,Minor,0.112,0.297,0,0.133,0.896,180.051,208.118
Latin,Reggaeton,0.868,0.764,E,-6.574,Minor,0.167,0.119,0.00143,0.0918,0.397,96.994,263.293
Latin,Reggaeton,0.846,0.747,C sharp/D flat,-5.074,Minor,0.0533,0.0947,0,0.159,0.517,95.003,220.057
Latin,Reggaeton,0.697,0.919,G,-3.867,Major,0.0792,0.432,0.0206,0.0882,0.683,179.988,232.227
Latin,Reggaeton,0.564,0.684,G,-4.719,Minor,0.0348,0.0461,7.18e-4,0.335,0.404,119.99,234.027
Latin,Reggaeton,0.842,0.823,G,-5.137,Minor,0.079,0.072,1.23e-6,0.0865,0.635,95.017,194.733
Latin,Reggaeton,0.806,0.738,D,-4.75,Major,0.162,0.221,0.0011,0.156,0.808,176.098,273.16
Latin,Reggaeton,0.77,0.63,A,-13.213,Minor,0.0516,0.00965,3.46e-4,0.261,0.5,100.004,239.049
Latin,Reggaeton,0.806,0.871,A sharp/B flat,-4.109,Minor,0.0568,0.0247,1.79e-6,0.288,0.736,94.019,186.213
Latin,Reggaeton,0.742,0.878,C,-6.111,Minor,0.0453,0.0244,0,0.0926,0.395,106.015,261.408
Latin,Reggaeton,0.81,0.723,E,-5.2,Minor,0.194,0.409,0,0.137,0.738,92.993,222.867
Latin,Reggaeton,0.796,0.589,C sharp/D flat,-8.1,Major,0.0749,0.274,0.0345,0.421,0.764,95.019,254.669
Latin,Reggaeton,0.847,0.909,F sharp/G flat,-3.696,Minor,0.0584,0.135,5.83e-6,0.216,0.868,95.013,173.533
Latin,Reggaeton,0.77,0.732,E,-6.459,Minor,0.0618,0.269,0.00681,0.101,0.736,87.992,189.507
Latin,Reggaeton,0.801,0.773,G sharp/A flat,-6.651,Minor,0.0896,0.563,0.00425,0.103,0.796,94.988,225.693
Latin,Reggaeton,0.717,0.636,F sharp/G flat,-6.604,Minor,0.0356,0.263,0,0.328,0.675,89.978,249.827
Latin,Reggaeton,0.864,0.826,G sharp/A flat,-5.64,Minor,0.209,0.251,3.85e-5,0.465,0.617,90.031,288.288
Latin,Reggaeton,0.775,0.744,G,-5.912,Major,0.0916,0.0567,0,0.392,0.581,92.98,196.36
Latin,Reggaeton,0.746,0.705,G,-7.085,Major,0.0504,0.21,0,0.383,0.542,80.989,206.639
Latin,Reggaeton,0.735,0.809,C,-4.238,Minor,0.119,0.29,0,0.124,0.875,93.126,178.04
Latin,Reggaeton,0.744,0.837,A,-5.082,Minor,0.0703,0.336,0,0.229,0.706,92.04,293.773
Latin,Reggaeton,0.792,0.816,D sharp/E flat,-4.751,Major,0.254,0.51,0,0.356,0.809,96.038,232.493
Latin,Reggaeton,0.759,0.654,A sharp/B flat,-7.553,Minor,0.181,0.3,0,0.648,0.486,89.99,173.507
Latin,Reggaeton,0.87,0.614,F sharp/G flat,-9.892,Minor,0.259,0.446,3.5e-4,0.0911,0.804,95.016,196.48
Latin,Reggaeton,0.834,0.826,C,-7.036,Major,0.067,0.127,6.33e-6,0.0924,0.6,95.016,183.947
Latin,Reggaeton,0.787,0.559,C,-7.274,Major,0.046,0.15,0,0.0936,0.52,94.021,243.56
Latin,Reggaeton,0.748,0.887,E,-6.23,Minor,0.0905,0.0853,0,0.108,0.585,97.015,218.507
Latin,Reggaeton,0.734,0.907,F sharp/G flat,-4.433,Minor,0.0474,0.112,1.62e-5,0.227,0.57,94.965,239.223
Latin,Reggaeton,0.679,0.632,B,-9.038,Minor,0.158,0.0203,0,0.15,0.73,178.026,272.823
Latin,Reggaeton,0.79,0.837,E,-5.797,Major,0.0609,0.0755,5.39e-5,0.0729,0.798,95.968,170.24
Latin,Reggaeton,0.723,0.823,G sharp/A flat,-3.825,Major,0.0343,0.0894,0,0.123,0.51,94.014,198.333
Latin,Reggaeton,0.796,0.757,F,-5.799,Minor,0.157,0.31,0,0.297,0.611,95.991,218.41
Latin,Reggaeton,0.896,0.789,C sharp/D flat,-4.945,Major,0.0674,0.0856,1.61e-6,0.276,0.694,97.008,191.147
Latin,Reggaeton,0.727,0.579,G sharp/A flat,-7.87,Minor,0.0561,0.392,0,0.249,0.612,94.02,225.453
Latin,Reggaeton,0.711,0.86,G sharp/A flat,-3.507,Major,0.0414,0.0153,0,0.383,0.404,109.946,259.067
Latin,Reggaeton,0.737,0.646,F sharp/G flat,-7.854,Major,0.315,0.196,0,0.0882,0.651,93.85,178.934
Latin,Reggaeton,0.792,0.841,A,-6.76,Major,0.184,0.266,0,0.237,0.925,80.018,186.619
Latin,Reggaeton,0.804,0.869,B,-5.766,Major,0.054,0.265,2.42e-6,0.287,0.102,95,215.947
Latin,Reggaeton,0.949,0.872,F,-3.755,Major,0.16,0.319,0,0.385,0.857,120.096,183.066
Latin,Reggaeton,0.624,0.772,G,-4.687,Minor,0.165,0.178,0,0.11,0.589,172.014,222.24
Latin,Reggaeton,0.714,0.421,D,-7.277,Major,0.516,0.0169,1.51e-5,0.117,0.307,107.964,282.133
Latin,Reggaeton,0.745,0.744,F,-8.23,Major,0.0837,0.0266,1.84e-5,0.0959,0.849,96.026,244.663
Latin,Reggaeton,0.741,0.735,D sharp/E flat,-8.158,Minor,0.1,0.516,0,0.861,0.609,96.007,227.853
Latin,Reggaeton,0.831,0.742,D sharp/E flat,-6.736,Minor,0.153,0.0649,0,0.0744,0.712,95.995,195.8
Latin,Reggaeton,0.694,0.804,A sharp/B flat,-5.127,Major,0.0599,0.505,0,0.215,0.585,94.931,177.68
Latin,Reggaeton,0.847,0.663,D,-8,Minor,0.0533,0.526,0.00148,0.0736,0.914,95.041,242.574
Latin,Reggaeton,0.69,0.953,G sharp/A flat,-5.554,Major,0.0522,0.00329,0.107,0.187,0.344,135.027,233.84
Latin,Reggaeton,0.825,0.852,F sharp/G flat,-6.471,Minor,0.0789,0.0282,2.64e-4,0.13,0.813,95.028,214.354
Latin,Reggaeton,0.783,0.824,C,-4.973,Major,0.123,0.214,0,0.102,0.726,93.998,187.08
Latin,Reggaeton,0.801,0.896,G,-4.448,Minor,0.105,0.057,0,0.26,0.696,100.006,188.547
Latin,Reggaeton,0.705,0.8,F,-8.332,Major,0.123,0.0474,1.5e-6,0.448,0.48,156.109,192.307
Latin,Reggaeton,0.789,0.815,B,-7.991,Minor,0.0516,0.181,0.121,0.145,0.763,95.009,203.667
Latin,Reggaeton,0.807,0.781,C sharp/D flat,-6.028,Major,0.158,0.0784,0,0.105,0.536,95.009,192
Latin,Reggaeton,0.862,0.593,F sharp/G flat,-5.763,Minor,0.0498,0.0372,5.27e-4,0.752,0.511,112.004,172.46
Latin,Reggaeton,0.753,0.65,A sharp/B flat,-9.548,Minor,0.0471,0.0116,3.09e-6,0.109,0.639,93.999,219.133
Latin,Reggaeton,0.737,0.86,G sharp/A flat,-2.652,Minor,0.0593,0.11,1.94e-6,0.0574,0.656,93.989,193.227
Latin,Reggaeton,0.826,0.773,B,-4.218,Minor,0.0524,0.323,0,0.143,0.761,126.899,238.2
Latin,Reggaeton,0.715,0.874,F sharp/G flat,-3.576,Major,0.0548,0.126,1.62e-4,0.105,0.652,96.995,214.293
Latin,Reggaeton,0.837,0.791,E,-3.157,Minor,0.0773,0.252,1.14e-6,0.188,0.618,91.98,184.436
Latin,Reggaeton,0.807,0.803,B,-4.156,Major,0.126,0.602,0.00853,0.136,0.706,91.987,258.8
Latin,Reggaeton,0.817,0.539,F sharp/G flat,-6.349,Minor,0.0621,0.0141,4.96e-4,0.099,0.158,97.062,210.368
