"Genre","SubGenre","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Duration"
"EDM","Progessive Electro House",0.764,0.638,"G",-5.826,"Minor",0.0644,0.0835,0,0.0505,0.576,128.073,216.427
"Pop","Indie Poptimism",0.55,0.182,"Asharp/Bflat",-12.543,"Major",0.0306,0.72,0,0.165,0.369,94.806,164.153
"Latin","Latin Pop",0.694,0.594,"Asharp/Bflat",-5.257,"Minor",0.0357,0.0992,0.0109,0.176,0.603,134.978,160.385
"Rock","Classic Rock",0.629,0.356,"E",-11.135,"Major",0.0246,0.66,0.000617,0.173,0.472,83.886,192.2
"EDM","Progessive Electro House",0.393,0.94,"Fsharp/Gflat",-3.894,"Minor",0.0718,0.0663,0.00264,0.546,0.297,129.958,147.231
"Pop","Electropop",0.561,0.868,"D",-4.146,"Major",0.0464,0.00585,0.0275,0.105,0.795,133.362,243.053
"Pop","Post-Teen Pop",0.749,0.779,"F",-5.389,"Minor",0.0337,0.0155,0,0.126,0.739,118.936,179.68
"Rock","Album Rock",0.573,0.779,"E",-6.683,"Minor",0.0266,0.0206,0.0552,0.947,0.669,105.086,257.8
"Rock","Classic Rock",0.581,0.791,"Fsharp/Gflat",-7.262,"Major",0.0324,0.00835,6.02e-05,0.142,0.619,123.887,256.293
"Rap","Hip-Hop",0.704,0.749,"Fsharp/Gflat",-4.098,"Minor",0.113,0.0351,0,0.0673,0.676,160.201,180.419
"Rap","Trap",0.654,0.527,"E",-6.354,"Minor",0.0334,0.55,3.24e-06,0.109,0.114,114.018,272.637
"Latin","Latin Pop",0.884,0.559,"C",-7.442,"Major",0.12,0.0236,0,0.101,0.342,97.994,232.959
"Latin","Reggaeton",0.685,0.731,"F",-5.119,"Minor",0.093,0.204,0,0.0722,0.786,177.912,221.027
"Rock","Permanent Wave",0.401,0.888,"C",-3.793,"Major",0.0401,0.000367,0,0.12,0.365,146.781,224.88
"Rap","Southern Hip-Hop",0.532,0.869,"B",-5.094,"Major",0.172,0.157,0.00508,0.136,0.422,159.803,208.373
"R&B","Neo Soul",0.732,0.42,"Fsharp/Gflat",-6.867,"Major",0.0514,0.0687,1.28e-06,0.289,0.473,137.45,291.707
"EDM","Pop EDM",0.577,0.697,"C",-7.429,"Minor",0.0399,0.0142,1.6e-06,0.157,0.489,129.978,204.213
"Rock","Classic Rock",0.468,0.833,"E",-5.847,"Major",0.0324,0.00654,0.000332,0.326,0.884,131.248,264.413
"Latin","Latin Hip-Hop",0.662,0.743,"C",-6.427,"Major",0.159,0.0138,4.65e-06,0.0613,0.388,183.965,199.088
"R&B","Urban Contemporary",0.747,0.777,"Gsharp/Aflat",-7.374,"Major",0.123,0.0582,0,0.339,0.757,116.142,307.267
"Rock","Classic Rock",0.55,0.514,"B",-12.617,"Major",0.0523,0.336,0.125,0.382,0.724,136.542,237.12
"Pop","Dance Pop",0.621,0.653,"G",-4.573,"Major",0.0523,0.0152,0,0.427,0.345,117.129,193.856
"Latin","Latin Pop",0.743,0.68,"F",-4.344,"Minor",0.103,0.113,0.123,0.183,0.694,180.059,196.583
"Latin","Latin Pop",0.876,0.879,"A",-4.834,"Major",0.105,0.507,0,0.243,0.862,104.991,208.132
"Rock","Hard Rock",0.236,0.97,"Csharp/Dflat",-7.596,"Major",0.0656,0.000629,0.81,0.0994,0.303,195.217,211.507
"Pop","Indie Poptimism",0.775,0.573,"B",-4.933,"Major",0.0585,0.495,0,0.126,0.667,101.925,171.806
"Pop","Indie Poptimism",0.703,0.66,"Asharp/Bflat",-5.119,"Minor",0.123,0.137,0,0.192,0.79,95.031,198.947
"R&B","Neo Soul",0.298,0.252,"G",-11.274,"Minor",0.0394,0.882,0.0677,0.141,0.201,77.791,223.264
"EDM","Big Room",0.709,0.814,"Gsharp/Aflat",-4.148,"Major",0.0466,0.106,0.000229,0.267,0.477,126.027,186.667
"EDM","Electro House",0.844,0.767,"Asharp/Bflat",-4.851,"Major",0.0461,0.053,1.53e-05,0.166,0.342,125.989,222.857
"Latin","Latin Pop",0.662,0.519,"A",-6.554,"Minor",0.106,0.404,0,0.121,0.495,145.841,210.427
"Rock","Permanent Wave",0.55,0.706,"A",-13.069,"Major",0.0573,0.411,0.146,0.788,0.88,131.077,190.333
"Rap","Gangster Rap",0.8,0.7,"Csharp/Dflat",-8.041,"Major",0.358,0.0943,0,0.273,0.898,134.2,90.827
"EDM","Big Room",0.551,0.926,"F",-4.615,"Minor",0.062,0.00137,0.314,0.475,0.17,129.948,207.865
"Rap","Trap",0.57,0.689,"B",-4.693,"Major",0.0389,0.345,0.000556,0.45,0.3,82.522,129.115
"Latin","Tropical",0.685,0.793,"Gsharp/Aflat",-9.251,"Major",0.0468,0.0574,0.712,0.106,0.763,125.005,212.453
"EDM","Big Room",0.657,0.976,"Fsharp/Gflat",-3.842,"Minor",0.0437,0.171,0.0315,0.318,0.794,125.983,145.728
"Rock","Hard Rock",0.374,0.663,"B",-13.454,"Major",0.117,0.00559,0.00976,0.357,0.519,166.112,315.707
"R&B","Hip-Pop",0.396,0.887,"A",-3.682,"Major",0.0563,5.1e-05,0.354,0.351,0.253,175.919,190.387
"EDM","Electro House",0.786,0.881,"G",-5.761,"Major",0.13,0.00543,0.0102,0.104,0.318,120.011,242.154
"EDM","Big Room",0.189,0.723,"A",-6.92,"Minor",0.0347,0.000538,0.00371,0.147,0.667,180.493,251.101
"Pop","Dance Pop",0.695,0.921,"Dsharp/Eflat",-2.699,"Major",0.0848,0.0733,0,0.0789,0.642,119.971,212.363
"Rap","Trap",0.672,0.594,"Csharp/Dflat",-6.813,"Minor",0.0789,0.0626,5.14e-05,0.152,0.158,171.854,169.248
"Rock","Album Rock",0.684,0.563,"Gsharp/Aflat",-9.244,"Major",0.115,0.151,0.000626,0.121,0.564,155.145,253.733
"Latin","Tropical",0.805,0.622,"Csharp/Dflat",-10.902,"Major",0.141,0.274,0.000838,0.102,0.716,122.006,344.947
"Rap","Southern Hip-Hop",0.933,0.562,"B",-5.963,"Major",0.122,0.0275,0,0.102,0.587,139.981,254.4
"R&B","Neo Soul",0.53,0.233,"Csharp/Dflat",-14.617,"Minor",0.342,0.856,0.0551,0.109,0.512,76.63,291.76
"Pop","Indie Poptimism",0.396,0.818,"Gsharp/Aflat",-4.306,"Minor",0.0352,0.0112,1.98e-06,0.199,0.359,162.061,206.52
"Latin","Reggaeton",0.806,0.847,"Fsharp/Gflat",-4.371,"Minor",0.15,0.272,0,0.134,0.675,95.998,159.04
"Rap","Hip-Hop",0.781,0.72,"Fsharp/Gflat",-8.347,"Minor",0.165,0.112,4.1e-05,0.153,0.403,150.074,168.4
"Rock","Classic Rock",0.524,0.883,"C",-3.257,"Major",0.035,0.0564,0.000165,0.186,0.815,122.524,250.627
"EDM","Pop EDM",0.494,0.817,"Csharp/Dflat",-7.631,"Minor",0.175,0.105,0.00217,0.207,0.187,127.915,225
"Pop","Indie Poptimism",0.681,0.594,"G",-4.986,"Minor",0.0486,0.0777,0,0.0961,0.417,120.141,208.729
"Rap","Gangster Rap",0.542,0.674,"Fsharp/Gflat",-4.169,"Major",0.21,0.0588,0,0.0955,0.667,76.388,196.76
"Pop","Dance Pop",0.607,0.66,"D",-7.898,"Major",0.0496,0.000817,1.14e-06,0.219,0.517,127.051,195.493
"EDM","Electro House",0.646,0.98,"E",-2.341,"Minor",0.0941,0.00087,0.644,0.656,0.406,130.009,228.923
"Rock","Classic Rock",0.735,0.655,"F",-8.674,"Major",0.0275,0.0888,0.000128,0.0911,0.83,126.705,191.4
"Pop","Dance Pop",0.537,0.762,"B",-9.505,"Minor",0.0636,0.00101,2.45e-06,0.134,0.429,129.993,208.615
"R&B","Hip-Pop",0.553,0.536,"Fsharp/Gflat",-5.726,"Minor",0.157,0.0585,0,0.0513,0.436,199.755,205.105
"R&B","Neo Soul",0.704,0.511,"Asharp/Bflat",-6.778,"Minor",0.131,0.334,0.137,0.113,0.454,93.989,229.959
"Rap","Gangster Rap",0.798,0.819,"G",-6.689,"Major",0.121,0.0622,0,0.139,0.191,90.03,149.375
"Latin","Latin Hip-Hop",0.671,0.6,"Csharp/Dflat",-10.818,"Major",0.191,0.0385,0.000966,0.239,0.536,127.963,203.938
"Pop","Post-Teen Pop",0.72,0.741,"Asharp/Bflat",-6.529,"Minor",0.0287,0.101,1.41e-05,0.289,0.357,119.896,198.053
"Pop","Electropop",0.807,0.799,"Fsharp/Gflat",-8.565,"Minor",0.0343,0.206,0.00411,0.112,0.725,106.678,247.147
"Rock","Permanent Wave",0.426,0.972,"C",-5.122,"Major",0.0954,0.0017,0,0.171,0.341,111.221,165.373
"Pop","Dance Pop",0.893,0.745,"B",-3.105,"Minor",0.0571,0.0642,0,0.0943,0.872,101.018,223.413
"Pop","Post-Teen Pop",0.598,0.904,"E",-2.293,"Major",0.0507,0.331,0,0.264,0.503,138.091,198.075
"Latin","Latin Hip-Hop",0.75,0.891,"A",-3.738,"Major",0.227,0.0249,6.48e-06,0.0569,0.553,128.065,160.305
"Rock","Permanent Wave",0.765,0.766,"C",-9.374,"Major",0.0348,0.41,0.0527,0.177,0.923,128.177,222.76
"Rock","Classic Rock",0.418,0.571,"Dsharp/Eflat",-9.139,"Major",0.0367,0.0398,0.487,0.106,0.516,189.957,259.113
"Pop","Electropop",0.582,0.928,"F",-5.374,"Major",0.0349,0.0153,0.000879,0.125,0.562,132.03,268.707
"Rap","Hip-Hop",0.826,0.365,"Csharp/Dflat",-7.024,"Major",0.0412,0.849,3.8e-06,0.186,0.802,85.244,239.324
"Rock","Album Rock",0.855,0.587,"Gsharp/Aflat",-4.589,"Major",0.0336,0.0505,0.00714,0.105,0.64,111.97,177.466
"Rap","Hip-Hop",0.665,0.0924,"Csharp/Dflat",-12.477,"Minor",0.0612,0.752,0.925,0.113,0.679,77.094,115.909
"Rap","Gangster Rap",0.485,0.73,"F",-3.773,"Major",0.476,0.596,0,0.0592,0.57,179.336,217.851
"R&B","Hip-Pop",0.931,0.387,"Csharp/Dflat",-9.127,"Major",0.412,0.088,0,0.136,0.376,125.978,179.405
"EDM","Electro House",0.616,0.963,"C",-2.54,"Minor",0.0395,0.198,0.00231,0.174,0.387,125.987,200.429
"Rap","Trap",0.748,0.662,"Fsharp/Gflat",-4.832,"Minor",0.285,0.149,0,0.17,0.346,157.918,183.797
"Rock","Hard Rock",0.283,0.849,"A",-7.148,"Major",0.158,0.000347,0.00246,0.132,0.536,156.654,353.88
"Rap","Hip-Hop",0.779,0.492,"Csharp/Dflat",-6.962,"Major",0.307,0.171,0,0.0979,0.72,95.041,197.21
"R&B","Neo Soul",0.384,0.765,"Fsharp/Gflat",-4.463,"Major",0.0579,0.646,0.00352,0.522,0.567,129.903,252.231
"Latin","Tropical",0.799,0.798,"B",-5.407,"Major",0.183,0.0856,0,0.0808,0.594,118.07,184.231
"EDM","Electro House",0.878,0.814,"C",-8.858,"Minor",0.0623,0.0195,0.468,0.0515,0.844,123.026,327.838
"Rap","Trap",0.831,0.583,"F",-7.156,"Minor",0.146,0.0783,1.3e-06,0.116,0.656,119.967,194.94
"Latin","Latin Pop",0.735,0.689,"A",-5.331,"Major",0.0456,0.254,2.43e-06,0.0869,0.78,125.04,235.947
"Latin","Tropical",0.794,0.857,"C",-5.463,"Major",0.0407,0.101,0.12,0.068,0.235,121.976,185.039
"Rap","Gangster Rap",0.605,0.868,"G",-5.612,"Major",0.239,0.000839,0,0.118,0.626,163.494,259.187
"R&B","New Jack Swing",0.799,0.797,"Asharp/Bflat",-8.121,"Minor",0.0474,0.0295,2.38e-05,0.269,0.795,97.053,295.6
"Latin","Latin Hip-Hop",0.854,0.78,"G",-5.528,"Major",0.108,0.132,1.21e-06,0.189,0.848,119.972,226.836
"Pop","Electropop",0.656,0.526,"C",-15.149,"Minor",0.0437,0.355,0.00801,0.116,0.589,106.985,263.387
"Rap","Hip-Hop",0.807,0.265,"C",-7.969,"Minor",0.279,0.0402,0.93,0.0866,0.617,160.369,96.592
"Pop","Post-Teen Pop",0.669,0.593,"G",-6.628,"Major",0.0406,0.14,0,0.119,0.281,87.965,145.413
"Rock","Album Rock",0.642,0.788,"G",-6.388,"Major",0.0293,0.0192,0.00259,0.105,0.742,104.643,179.96
"Rock","Classic Rock",0.612,0.869,"G",-9.866,"Major",0.0515,0.241,0.0367,0.0858,0.771,147.502,293.093
"Latin","Latin Hip-Hop",0.757,0.505,"E",-10.934,"Minor",0.0358,0.00552,0.0182,0.13,0.693,128.979,371.267
"Pop","Indie Poptimism",0.377,0.566,"B",-6.173,"Major",0.044,0.134,0,0.135,0.222,154.875,365.419
"Latin","Latin Hip-Hop",0.703,0.517,"G",-13.644,"Major",0.0529,0.000407,0.0969,0.0963,0.768,104.833,234.067
"EDM","Electro House",0.774,0.71,"A",-6.726,"Minor",0.0747,0.419,3.77e-05,0.18,0.739,100.071,164.583
"Rock","Album Rock",0.477,0.723,"F",-5.93,"Major",0.0259,0.0111,0.00972,0.919,0.27,82.711,278.667
"Pop","Indie Poptimism",0.752,0.431,"D",-9.719,"Major",0.0312,0.536,0.0108,0.128,0.426,140.809,192.34
"R&B","Neo Soul",0.764,0.642,"G",-6.414,"Major",0.0563,0.229,0.0659,0.0779,0.924,101.012,258.427
"Rap","Gangster Rap",0.845,0.575,"C",-10,"Major",0.369,0.281,7.17e-06,0.118,0.683,164.989,128.12
"Rap","Trap",0.639,0.893,"Csharp/Dflat",-4.949,"Major",0.311,0.0796,0.0303,0.103,0.594,154.971,230.71
"EDM","Electro House",0.727,0.669,"Csharp/Dflat",-6.835,"Major",0.0515,0.0344,0.00313,0.162,0.539,115.82,215.533
"EDM","Progessive Electro House",0.503,0.818,"Csharp/Dflat",-6.24,"Minor",0.0578,0.00568,3.08e-05,0.227,0.31,146.06,204.639
"EDM","Big Room",0.761,0.681,"D",-6.467,"Major",0.49,0.075,7.97e-06,0.622,0.209,127.993,143.564
"Rap","Southern Hip-Hop",0.512,0.598,"A",-4.959,"Minor",0.115,0.611,0,0.0881,0.345,70.189,213.253
"Latin","Tropical",0.725,0.586,"Asharp/Bflat",-8.218,"Minor",0.0629,0.144,0.87,0.123,0.531,91.004,140.599
"Rap","Gangster Rap",0.833,0.646,"Asharp/Bflat",-8.015,"Minor",0.0361,0.458,0.387,0.0845,0.295,115.005,152.348
"EDM","Progessive Electro House",0.848,0.635,"F",-7.296,"Minor",0.13,0.0039,0.0242,0.0611,0.596,128.039,334.002
"EDM","Electro House",0.826,0.503,"C",-14.005,"Major",0.0872,0.0415,0.878,0.0955,0.643,127.986,153.75
"Pop","Indie Poptimism",0.623,0.751,"Gsharp/Aflat",-3.176,"Major",0.235,0.324,3.31e-06,0.158,0.59,91,205.029
"Pop","Indie Poptimism",0.637,0.359,"Asharp/Bflat",-9.841,"Minor",0.0325,0.593,5.39e-05,0.108,0.142,111.049,245.294
"EDM","Pop EDM",0.523,0.574,"C",-10.391,"Major",0.138,0.358,7.31e-05,0.109,0.118,124.15,247.533
"Pop","Indie Poptimism",0.573,0.865,"A",-7.289,"Major",0.0397,0.000376,0.627,0.534,0.96,129.983,170.077
"Rock","Permanent Wave",0.952,0.301,"D",-13.936,"Major",0.0612,0.0126,0.000922,0.0387,0.728,119.629,307.4
"EDM","Pop EDM",0.536,0.879,"Csharp/Dflat",-3.019,"Major",0.0621,0.0742,0,0.0847,0.334,140.137,192
"Rock","Album Rock",0.307,0.923,"Asharp/Bflat",-9.439,"Minor",0.085,0.00255,0.00126,0.733,0.424,169.719,378.573
"EDM","Big Room",0.643,0.843,"Fsharp/Gflat",-6.629,"Minor",0.0541,0.000864,0.579,0.118,0.309,128.025,217.578
"EDM","Pop EDM",0.837,0.677,"A",-8.518,"Minor",0.0412,0.115,0.00161,0.0874,0.798,124.008,285.852
"Rap","Hip-Hop",0.896,0.586,"Asharp/Bflat",-6.687,"Minor",0.0559,0.104,0,0.79,0.642,116.971,196.653
"Rock","Album Rock",0.469,0.906,"C",-10.048,"Major",0.0865,0.00412,0.765,0.85,0.318,119.925,336.333
"Rap","Southern Hip-Hop",0.441,0.854,"E",-5.509,"Minor",0.486,0.00274,0,0.175,0.597,81.309,334.787
"EDM","Pop EDM",0.693,0.822,"E",-5.441,"Minor",0.0439,0.00616,1.79e-06,0.315,0.763,126.035,223.8
"R&B","Neo Soul",0.763,0.37,"E",-16.247,"Minor",0.513,0.282,0,0.127,0.283,114.081,164.682
"Pop","Post-Teen Pop",0.905,0.617,"D",-8.039,"Major",0.0596,0.00287,0.00044,0.0484,0.572,134.972,267.187
"EDM","Electro House",0.658,0.678,"Csharp/Dflat",-4.407,"Major",0.058,0.303,0,0.361,0.662,97.976,199.111
"EDM","Pop EDM",0.741,0.867,"Fsharp/Gflat",-5.513,"Minor",0.0487,0.00108,2.89e-06,0.283,0.553,130.028,220.269
"R&B","Hip-Pop",0.629,0.511,"Csharp/Dflat",-8.651,"Major",0.0326,0.114,3.91e-06,0.0588,0.181,128.038,331.24
"EDM","Progessive Electro House",0.784,0.961,"Csharp/Dflat",-6.061,"Minor",0.0662,0.00929,0.88,0.11,0.0329,125.994,322.612
"R&B","Neo Soul",0.536,0.402,"D",-7.111,"Minor",0.0359,0.124,0.464,0.0657,0.697,199.916,382.093
"Rap","Southern Hip-Hop",0.842,0.558,"G",-9.322,"Major",0.264,0.0439,7.37e-06,0.108,0.683,76.469,158.496
"R&B","New Jack Swing",0.866,0.643,"Csharp/Dflat",-4.875,"Minor",0.203,0.335,0,0.2,0.704,88.646,306.44
"EDM","Progessive Electro House",0.731,0.806,"D",-4.995,"Major",0.0748,0.00736,0.105,0.084,0.15,127.993,438.76
"R&B","Hip-Pop",0.563,0.564,"Asharp/Bflat",-7.906,"Minor",0.271,0.114,0.0254,0.304,0.55,154.355,162.596
"Rap","Hip-Hop",0.714,0.314,"Fsharp/Gflat",-8.542,"Major",0.0409,0.181,0.877,0.11,0.571,81.993,210.126
"Pop","Post-Teen Pop",0.655,0.787,"D",-3.031,"Major",0.264,0.122,3.11e-06,0.178,0.554,181.799,202.227
"R&B","Hip-Pop",0.506,0.807,"Gsharp/Aflat",-3.96,"Major",0.249,0.161,0,0.114,0.394,163.239,169.756
"Rock","Hard Rock",0.257,0.803,"G",-3.886,"Major",0.0411,0.137,0.0156,0.297,0.294,150.818,308.667
"R&B","New Jack Swing",0.762,0.439,"Fsharp/Gflat",-13.594,"Major",0.0398,0.013,6.56e-06,0.0912,0.595,100.951,237.627
"Rock","Classic Rock",0.412,0.376,"Fsharp/Gflat",-13.204,"Minor",0.0384,0.602,0.0335,0.579,0.472,127.521,295.6
"EDM","Electro House",0.656,0.762,"Fsharp/Gflat",-6.554,"Major",0.0276,0.283,2.16e-05,0.199,0.664,122.999,163.425
"Pop","Dance Pop",0.612,0.84,"B",-3.145,"Minor",0.0509,0.112,0,0.116,0.438,129.042,212.862
"Pop","Indie Poptimism",0.74,0.498,"B",-6.684,"Minor",0.0456,0.0169,0.00282,0.319,0.652,98.016,207.039
"Pop","Indie Poptimism",0.647,0.613,"F",-8.241,"Minor",0.0441,0.0106,7.97e-05,0.648,0.27,130.042,166.154
"R&B","Urban Contemporary",0.412,0.285,"B",-9.918,"Minor",0.0444,0.935,0,0.11,0.377,151.739,248.427
"Latin","Latin Pop",0.672,0.669,"D",-5.287,"Major",0.0987,0.185,0.00676,0.0986,0.591,96.64,237.173
"Pop","Post-Teen Pop",0.749,0.461,"Asharp/Bflat",-2.961,"Minor",0.0416,0.0516,6.24e-06,0.0738,0.42,139.02,204.887
"Latin","Latin Hip-Hop",0.669,0.832,"C",-5.72,"Major",0.0682,0.0106,0,0.0968,0.7,113.035,237.547
"Rock","Hard Rock",0.331,0.55,"A",-6.112,"Major",0.0311,0.309,0.1,0.0875,0.228,138.071,224.16
"EDM","Progessive Electro House",0.599,0.894,"F",-4.654,"Minor",0.043,0.00198,0.0197,0.534,0.171,128.004,313.877
"Rap","Gangster Rap",0.666,0.715,"D",-5.276,"Minor",0.261,0.111,9.69e-06,0.23,0.725,88.046,223.507
"R&B","Urban Contemporary",0.498,0.235,"Csharp/Dflat",-16.541,"Minor",0.188,0.72,0,0.144,0.0895,118.917,179.08
"EDM","Pop EDM",0.733,0.8,"Csharp/Dflat",-6.537,"Minor",0.0973,0.012,0,0.353,0.775,128.046,255.867
"EDM","Progessive Electro House",0.696,0.853,"Dsharp/Eflat",-6.386,"Minor",0.131,0.000404,0.000193,0.132,0.545,123.02,207.693
"Rock","Classic Rock",0.665,0.673,"C",-7.95,"Major",0.0493,0.259,7.62e-06,0.497,0.779,132.642,322.549
"R&B","Hip-Pop",0.724,0.491,"Gsharp/Aflat",-6.024,"Major",0.0296,0.018,1.29e-05,0.0887,0.383,105.046,170.746
"EDM","Electro House",0.75,0.561,"F",-12.669,"Major",0.235,0.899,0.264,0.0799,0.698,85.039,138
"EDM","Progessive Electro House",0.542,0.864,"Dsharp/Eflat",-4.888,"Major",0.124,0.105,0,0.0993,0.158,127.809,192.87
"Pop","Electropop",0.596,0.857,"Csharp/Dflat",-6.418,"Major",0.0309,0.0948,0.00436,0.0862,0.588,107.004,258.28
"Rap","Gangster Rap",0.759,0.693,"B",-9.036,"Major",0.305,0.0297,1.24e-05,0.128,0.698,92.771,252.56
"EDM","Electro House",0.546,0.976,"E",-0.9,"Major",0.0596,0.00231,0.628,0.189,0.142,139.98,173.185
"R&B","Neo Soul",0.763,0.407,"B",-11.514,"Major",0.0342,0.103,0.418,0.0532,0.703,108.894,344.893
"Latin","Latin Pop",0.8,0.717,"Dsharp/Eflat",-6.354,"Minor",0.0518,0.153,0.00464,0.166,0.513,95.018,194.526
"Rock","Permanent Wave",0.386,0.916,"D",-5.955,"Major",0.0741,0.105,0.00991,0.325,0.775,135.642,238.107
"Pop","Post-Teen Pop",0.721,0.459,"E",-6.408,"Major",0.032,0.248,0,0.212,0.46,119.914,208.493
"Pop","Electropop",0.713,0.802,"E",-7.055,"Major",0.0561,0.0435,0.00377,0.309,0.343,100.001,226.739
"Pop","Indie Poptimism",0.63,0.655,"C",-6.708,"Minor",0.0366,0.0381,0.00606,0.168,0.329,102.009,230.937
"Rock","Hard Rock",0.449,0.546,"D",-11.945,"Major",0.0412,0.000416,0.00525,0.13,0.822,119.002,235.933
"Rock","Permanent Wave",0.482,0.556,"E",-6.33,"Major",0.0276,0.00976,0.0361,0.214,0.116,135.952,282.96
"Pop","Indie Poptimism",0.598,0.429,"Gsharp/Aflat",-11.145,"Major",0.0368,0.107,0.00936,0.0849,0.0568,99.933,261.527
"EDM","Pop EDM",0.603,0.953,"G",-3.838,"Minor",0.0382,0.084,0.878,0.308,0.209,128.032,213.75
"Pop","Post-Teen Pop",0.743,0.72,"B",-3.753,"Major",0.124,0.192,0.000386,0.109,0.519,163.99,209.423
"R&B","Neo Soul",0.675,0.397,"Fsharp/Gflat",-7.675,"Minor",0.0413,0.496,5.66e-06,0.333,0.322,119.395,288.659
"Rap","Trap",0.58,0.901,"C",-0.958,"Major",0.0326,0.0052,0.698,0.111,0.427,142.031,165.634
"Rock","Classic Rock",0.63,0.676,"D",-9.19,"Major",0.0277,0.0101,5.35e-06,0.0628,0.901,89.663,139.507
"Rock","Classic Rock",0.435,0.726,"D",-6.255,"Major",0.0361,0.000465,0.00832,0.174,0.389,148.016,179.187
"Latin","Tropical",0.657,0.882,"F",-5.202,"Major",0.126,0.152,0,0.241,0.286,119.917,186.055
"Rap","Hip-Hop",0.667,0.242,"F",-17.799,"Minor",0.066,0.497,0.638,0.11,0.456,80.116,72
"EDM","Progessive Electro House",0.634,0.856,"A",-2.893,"Minor",0.184,0.00131,0.145,0.177,0.273,128.024,277.515
"EDM","Progessive Electro House",0.502,0.699,"Fsharp/Gflat",-4.951,"Major",0.0389,0.0384,0,0.122,0.158,129.99,255.28
"Latin","Latin Hip-Hop",0.777,0.698,"Csharp/Dflat",-7.339,"Major",0.37,0.256,0,0.0648,0.932,92.317,501.281
"EDM","Progessive Electro House",0.639,0.939,"A",-2.026,"Major",0.0578,0.0129,0.396,0.693,0.133,137.982,191.744
"Rock","Classic Rock",0.378,0.974,"Fsharp/Gflat",-4.055,"Major",0.194,0.00192,0.0139,0.0588,0.824,203.715,169.187
"Rap","Southern Hip-Hop",0.69,0.38,"A",-12.845,"Major",0.0609,0.000168,0.000533,0.136,0.305,201.697,304.28
"Rock","Hard Rock",0.491,0.802,"E",-7.106,"Major",0.0392,0.25,0,0.387,0.472,119.25,248.907
"Pop","Dance Pop",0.654,0.874,"Fsharp/Gflat",-3.885,"Major",0.0543,0.169,1.77e-06,0.134,0.542,119.85,184.027
"Pop","Electropop",0.495,0.831,"F",-5.812,"Minor",0.0319,0.021,4.79e-05,0.495,0.414,128.064,192.632
"EDM","Electro House",0.67,0.969,"G",-3.566,"Major",0.0848,0.000574,0.572,0.356,0.127,130.004,352.639
"Rap","Southern Hip-Hop",0.792,0.428,"D",-7.862,"Major",0.0715,0.0762,0,0.183,0.202,148.065,182.973
"R&B","Neo Soul",0.695,0.335,"G",-10.896,"Minor",0.383,0.702,0.00137,0.0938,0.536,174.208,226
"Latin","Latin Pop",0.922,0.926,"Dsharp/Eflat",-2.067,"Major",0.0467,0.139,0,0.175,0.949,128.015,191.25
"Rap","Hip-Hop",0.756,0.747,"A",-5.407,"Major",0.046,0.0048,0.00536,0.588,0.0687,134.935,200.947
"Rap","Southern Hip-Hop",0.818,0.42,"Fsharp/Gflat",-10.504,"Minor",0.397,0.27,0,0.101,0.476,124.845,246.72
"Rap","Southern Hip-Hop",0.886,0.525,"Gsharp/Aflat",-7.39,"Major",0.131,0.236,0,0.057,0.708,145.99,225.205
"Rap","Gangster Rap",0.773,0.681,"Fsharp/Gflat",-5.408,"Major",0.0558,0.746,0,0.0606,0.301,79.953,225.789
"Pop","Dance Pop",0.652,0.785,"Fsharp/Gflat",-4.34,"Major",0.0448,0.0667,0,0.124,0.662,127.016,216.64
"R&B","Neo Soul",0.739,0.511,"B",-7.037,"Minor",0.124,0.734,0.00763,0.105,0.483,67.484,241.859
"Rap","Southern Hip-Hop",0.8,0.581,"E",-12.469,"Major",0.352,0.397,0.00488,0.18,0.794,166.043,257.267
"R&B","Neo Soul",0.349,0.353,"F",-9.386,"Major",0.0593,0.114,4.11e-06,0.0676,0.181,79.54,200.504
"EDM","Big Room",0.64,0.942,"Gsharp/Aflat",-6.012,"Major",0.0697,0.000833,0.649,0.691,0.0592,127.997,290.691
"Rap","Gangster Rap",0.585,0.579,"Asharp/Bflat",-9.387,"Minor",0.447,0.15,0,0.111,0.281,120.838,185.218
"Pop","Dance Pop",0.836,0.47,"A",-11.828,"Minor",0.211,0.527,0.000131,0.0963,0.317,110.014,170.4
"Rock","Hard Rock",0.259,0.558,"E",-9.042,"Major",0.0339,0.186,0.923,0.117,0.0826,71.598,75.533
"R&B","Urban Contemporary",0.721,0.873,"C",-3.768,"Major",0.0328,0.021,2.71e-06,0.0886,0.465,105.989,283.027
"EDM","Electro House",0.84,0.692,"Fsharp/Gflat",-6.007,"Major",0.0578,0.00769,0.367,0.142,0.336,120.017,378
"EDM","Progessive Electro House",0.59,0.847,"D",-5.116,"Minor",0.0269,0.00732,0.495,0.0672,0.0745,120.012,244.918
"Pop","Dance Pop",0.66,0.827,"Asharp/Bflat",-5.081,"Major",0.0789,0.429,0,0.0923,0.611,115.349,167.249
"Rock","Permanent Wave",0.174,0.742,"Gsharp/Aflat",-5.93,"Major",0.0485,0.00181,0.281,0.198,0.36,163.378,223.747
"R&B","Urban Contemporary",0.389,0.805,"Csharp/Dflat",-6.716,"Major",0.332,0.727,0.00034,0.0987,0.376,139.073,172.194
